index;typeCode;freqCode;refPeriodId;refYear;refMonth;period;reporterCode;reporterISO;reporterDesc;flowCode;flowDesc;partnerCode;partnerISO;partnerDesc;partner2Code;partner2ISO;partner2Desc;partner;classificationCode;classificationSearchCode;isOriginalClassification;cmdCode;cmdDesc;aggrLevel;isLeaf;customsCode;customsDesc;mosCode;motCode;motDesc;qtyUnitCode;qtyUnitAbbr;qty;isQtyEstimated;altQtyUnitCode;altQtyUnitAbbr;altQty;isAltQtyEstimated;netWgt;isNetWgtEstimated;grossWgt;isGrossWgtEstimated;cifvalue;fobvalue;primaryValue;legacyEstimationFlag;isReported;isAggregate
37499;C;M;20250101;2025;1;202501;442;LUX;Luxembourg;M;Import;0;W00;World;484;MEX;Mexico;0-W00-484-MEX;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;7575.976143;3709.144552;683.2621607;0;False;True
20980;C;M;20250101;2025;1;202501;246;FIN;Finland;X;Export;56;BEL;Belgium;704;VNM;Viet Nam;56-BEL-704-VNM;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;8124.749158;5967.105806;2047.889829;4;False;True
70901;C;M;20250101;2025;1;202501;688;SRB;Serbia;M;Import;344;HKG;China, Hong Kong SAR;208;DNK;Denmark;344-HKG-208-DNK;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;8719.293941;5818.375493;1940.114243;0;False;True
44346;C;M;20250101;2025;1;202501;620;PRT;Portugal;X;Export;380;ITA;Italy;120;CMR;Cameroon;380-ITA-120-CMR;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;1151.635079;118.8387635;2516.639737;0;False;True
42919;C;M;20250101;2025;1;202501;620;PRT;Portugal;M;Import;188;CRI;Costa Rica;0;W00;World;188-CRI-0-W00;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;7016.055554;1195.198716;4968.481481;4;False;True
82546;C;M;20250101;2025;1;202501;724;ESP;Spain;M;Import;516;NAM;Namibia;616;POL;Poland;516-NAM-616-POL;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;396.135861;2211.503354;2368.632666;0;False;True
99955;C;M;20250101;2025;1;202501;792;TUR;Türkiye;M;Import;344;HKG;China, Hong Kong SAR;757;CHE;Switzerland;344-HKG-757-CHE;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;1313.548131;4706.634772;3574.191372;0;False;True
1615;C;M;20250101;2025;1;202501;70;BIH;Bosnia Herzegovina;M;Import;498;MDA;Rep. of Moldova;191;HRV;Croatia;498-MDA-191-HRV;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;7002.669741;985.1335627;1607.309901;0;False;True
90702;C;M;20250101;2025;1;202501;764;THA;Thailand;M;Import;116;KHM;Cambodia;380;ITA;Italy;116-KHM-380-ITA;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;9230.035656;2419.580681;9346.916456;4;False;True
50598;C;M;20250101;2025;1;202501;682;SAU;Saudi Arabia;M;Import;818;EGY;Egypt;0;W00;World;818-EGY-0-W00;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;1801.833684;9737.939378;7061.791635;4;False;True
4007;C;M;20250101;2025;1;202501;100;BGR;Bulgaria;M;Import;288;GHA;Ghana;0;W00;World;288-GHA-0-W00;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;6345.54067;6504.920978;3735.477116;0;False;True
24894;C;M;20250101;2025;1;202501;233;EST;Estonia;M;Import;100;BGR;Bulgaria;348;HUN;Hungary;100-BGR-348-HUN;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;5952.595859;2659.340957;26.8602873;0;False;True
89876;C;M;20250101;2025;1;202501;764;THA;Thailand;X;Export;242;FJI;Fiji;344;HKG;China, Hong Kong SAR;242-FJI-344-HKG;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;8131.209657;4716.267552;1137.431949;0;False;True
6786;C;M;20250101;2025;1;202501;31;AZE;Azerbaijan;M;Import;251;FRA;France;398;KAZ;Kazakhstan;251-FRA-398-KAZ;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;3353.580968;730.3383114;2998.974068;0;False;True
71240;C;M;20250101;2025;1;202501;703;SVK;Slovakia;X;Export;762;TJK;Tajikistan;899;_X ;Areas, nes;762-TJK-899-_X ;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;3119.672639;75.27000485;9138.203959;4;False;True
92565;C;M;20250101;2025;1;202501;764;THA;Thailand;M;Import;0;W00;World;4;AFG;Afghanistan;0-W00-4-AFG;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;8603.294235;7706.027638;6679.334494;0;False;True
63185;C;M;20250101;2025;1;202501;499;MNE;Montenegro;M;Import;842;USA;USA;792;TUR;Türkiye;842-USA-792-TUR;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;6361.363689;4282.588041;3934.830009;0;False;True
95147;C;M;20250101;2025;1;202501;826;GBR;United Kingdom;M;Import;699;IND;India;642;ROU;Romania;699-IND-642-ROU;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;2513.92319;2832.071781;6586.780614;0;False;True
33032;C;M;20250101;2025;1;202501;276;DEU;Germany;M;Import;156;CHN;China;804;UKR;Ukraine;156-CHN-804-UKR;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;4936.336169;6032.56419;88.28745909;4;False;True
33957;C;M;20250101;2025;1;202501;276;DEU;Germany;X;Export;466;MLI;Mali;899;_X ;Areas, nes;466-MLI-899-_X ;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;1220.519577;8770.469353;1432.732119;4;False;True
65901;C;M;20250101;2025;1;202501;600;PRY;Paraguay;M;Import;699;IND;India;170;COL;Colombia;699-IND-170-COL;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;7250.528323;7439.770885;2572.246202;0;False;True
60543;C;M;20250101;2025;1;202501;579;NOR;Norway;M;Import;704;VNM;Viet Nam;484;MEX;Mexico;704-VNM-484-MEX;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;8091.611329;4951.083942;7326.154918;0;False;True
80683;C;M;20250101;2025;1;202501;724;ESP;Spain;M;Import;508;MOZ;Mozambique;620;PRT;Portugal;508-MOZ-620-PRT;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;1033.166197;6657.680475;9547.919654;0;False;True
76779;C;M;20250101;2025;1;202501;699;IND;India;M;Import;152;CHL;Chile;380;ITA;Italy;152-CHL-380-ITA;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;4625.05117;4205.802254;8600.570061;0;False;True
416;C;M;20250101;2025;1;202501;51;ARM;Armenia;M;Import;0;W00;World;643;RUS;Russian Federation;0-W00-643-RUS;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;1211.450477;5177.867117;6836.308465;4;False;True
98868;C;M;20250101;2025;1;202501;792;TUR;Türkiye;M;Import;699;IND;India;442;LUX;Luxembourg;699-IND-442-LUX;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;126.8597764;8264.228347;2782.148474;0;False;True
65281;C;M;20250101;2025;1;202501;600;PRY;Paraguay;M;Import;251;FRA;France;32;ARG;Argentina;251-FRA-32-ARG;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;1878.172192;3716.555697;9371.070936;0;False;True
50924;C;M;20250101;2025;1;202501;586;PAK;Pakistan;X;Export;196;CYP;Cyprus;0;W00;World;196-CYP-0-W00;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;8290.235091;1267.882498;5787.224341;4;False;True
56597;C;M;20250101;2025;1;202501;642;ROU;Romania;M;Import;251;FRA;France;528;NLD;Netherlands;251-FRA-528-NLD;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;745.4769173;9578.67084;1768.947439;4;False;True
40387;C;M;20250101;2025;1;202501;380;ITA;Italy;X;Export;246;FIN;Finland;0;W00;World;246-FIN-0-W00;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;4886.469592;5640.112116;9036.249389;4;False;True
19117;C;M;20250101;2025;1;202501;246;FIN;Finland;M;Import;842;USA;USA;484;MEX;Mexico;842-USA-484-MEX;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;6726.143025;4160.476233;4050.115492;4;False;True
5197;C;M;20250101;2025;1;202501;32;ARG;Argentina;M;Import;704;VNM;Viet Nam;528;NLD;Netherlands;704-VNM-528-NLD;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;6192.561156;6113.270757;6197.887884;0;False;True
61883;C;M;20250101;2025;1;202501;579;NOR;Norway;M;Import;208;DNK;Denmark;616;POL;Poland;208-DNK-616-POL;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;5916.435727;6312.865395;6338.4797;0;False;True
76267;C;M;20250101;2025;1;202501;699;IND;India;M;Import;276;DEU;Germany;246;FIN;Finland;276-DEU-246-FIN;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;5249.455516;4807.90163;5240.912145;4;False;True
19756;C;M;20250101;2025;1;202501;246;FIN;Finland;M;Import;76;BRA;Brazil;826;GBR;United Kingdom;76-BRA-826-GBR;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;9539.561578;4360.37051;7178.033387;4;False;True
97670;C;M;20250101;2025;1;202501;826;GBR;United Kingdom;M;Import;484;MEX;Mexico;586;PAK;Pakistan;484-MEX-586-PAK;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;6248.037333;6670.299301;2454.781003;0;False;True
39239;C;M;20250101;2025;1;202501;428;LVA;Latvia;M;Import;0;W00;World;116;KHM;Cambodia;0-W00-116-KHM;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;6647.010823;9919.214472;9813.565658;0;False;True
11244;C;M;20250101;2025;1;202501;124;CAN;Canada;M;Import;699;IND;India;144;LKA;Sri Lanka;699-IND-144-LKA;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;4777.916244;1115.341248;6101.701031;4;False;True
10172;C;M;20250101;2025;1;202501;124;CAN;Canada;M;Import;251;FRA;France;344;HKG;China, Hong Kong SAR;251-FRA-344-HKG;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;1151.251885;5748.818449;6495.99742;4;False;True
24809;C;M;20250101;2025;1;202501;233;EST;Estonia;M;Import;231;ETH;Ethiopia;262;DJI;Djibouti;231-ETH-262-DJI;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;7952.710991;5444.575462;3851.552898;0;False;True
7340;C;M;20250101;2025;1;202501;31;AZE;Azerbaijan;M;Import;499;MNE;Montenegro;0;W00;World;499-MNE-0-W00;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;4077.723045;4708.769328;2990.17797;0;False;True
63321;C;M;20250101;2025;1;202501;499;MNE;Montenegro;M;Import;300;GRC;Greece;70;BIH;Bosnia Herzegovina;300-GRC-70-BIH;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;9840.566846;1088.018902;5928.240161;0;False;True
36775;C;M;20250101;2025;1;202501;442;LUX;Luxembourg;M;Import;899;_X ;Areas, nes;642;ROU;Romania;899-_X -642-ROU;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;8886.302674;4964.467862;2080.682852;0;False;True
49623;C;M;20250101;2025;1;202501;604;PER;Peru;M;Import;372;IRL;Ireland;842;USA;USA;372-IRL-842-USA;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;7163.765714;9379.319588;6831.114872;0;False;True
86874;C;M;20250101;2025;1;202501;764;THA;Thailand;X;Export;540;NCL;New Caledonia;702;SGP;Singapore;540-NCL-702-SGP;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;1577.97538;7697.334514;7.206181005;0;False;True
55545;C;M;20250101;2025;1;202501;642;ROU;Romania;X;Export;440;LTU;Lithuania;788;TUN;Tunisia;440-LTU-788-TUN;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;6438.167229;7070.741559;2326.739646;0;False;True
6308;C;M;20250101;2025;1;202501;31;AZE;Azerbaijan;M;Import;276;DEU;Germany;440;LTU;Lithuania;276-DEU-440-LTU;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;7230.461145;7471.486578;3737.561196;0;False;True
22998;C;M;20250101;2025;1;202501;268;GEO;Georgia;X;Export;757;CHE;Switzerland;0;W00;World;757-CHE-0-W00;H5;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;1852.674417;2827.797877;9219.481613;0;False;True
43846;C;M;20250101;2025;1;202501;620;PRT;Portugal;M;Import;398;KAZ;Kazakhstan;792;TUR;Türkiye;398-KAZ-792-TUR;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;3058.468385;9524.099335;8426.273596;0;False;True
52464;C;M;20250101;2025;1;202501;642;ROU;Romania;X;Export;233;EST;Estonia;233;EST;Estonia;233-EST-233-EST;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;4148.757977;1696.578602;4320.086642;0;False;True
76615;C;M;20250101;2025;1;202501;699;IND;India;M;Import;233;EST;Estonia;702;SGP;Singapore;233-EST-702-SGP;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;9662.171997;8864.077683;1708.149819;4;False;True
26805;C;M;20250101;2025;1;202501;276;DEU;Germany;M;Import;600;PRY;Paraguay;757;CHE;Switzerland;600-PRY-757-CHE;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;4321.680385;5890.000378;2924.257896;0;False;True
72328;C;M;20250101;2025;1;202501;703;SVK;Slovakia;X;Export;694;SLE;Sierra Leone;0;W00;World;694-SLE-0-W00;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;5911.318468;4184.165351;9129.590254;0;False;True
24382;C;M;20250101;2025;1;202501;233;EST;Estonia;X;Export;533;ABW;Aruba;0;W00;World;533-ABW-0-W00;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;6998.6011;2899.751724;5103.558938;0;False;True
29939;C;M;20250101;2025;1;202501;276;DEU;Germany;M;Import;498;MDA;Rep. of Moldova;233;EST;Estonia;498-MDA-233-EST;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;3185.937447;6239.864945;5308.714902;4;False;True
37265;C;M;20250101;2025;1;202501;442;LUX;Luxembourg;M;Import;156;CHN;China;642;ROU;Romania;156-CHN-642-ROU;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;6783.653518;3822.978104;184.8489324;0;False;True
61583;C;M;20250101;2025;1;202501;579;NOR;Norway;M;Import;608;PHL;Philippines;757;CHE;Switzerland;608-PHL-757-CHE;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;4087.278389;2457.210063;8944.618543;0;False;True
26068;C;M;20250101;2025;1;202501;242;FJI;Fiji;M;Import;528;NLD;Netherlands;0;W00;World;528-NLD-0-W00;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;2605.65157;8879.284392;7232.161222;4;False;True
81960;C;M;20250101;2025;1;202501;724;ESP;Spain;M;Import;268;GEO;Georgia;56;BEL;Belgium;268-GEO-56-BEL;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;8950.793043;1426.780415;349.7867645;0;False;True
37454;C;M;20250101;2025;1;202501;442;LUX;Luxembourg;M;Import;568;E19;Other Europe, nes;642;ROU;Romania;568-E19-642-ROU;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;116.7515879;6593.711727;5465.082307;0;False;True
46989;C;M;20250101;2025;1;202501;498;MDA;Rep. of Moldova;M;Import;752;SWE;Sweden;203;CZE;Czechia;752-SWE-203-CZE;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;9962.110191;2170.278547;6389.846724;0;False;True
79029;C;M;20250101;2025;1;202501;724;ESP;Spain;M;Import;48;BHR;Bahrain;826;GBR;United Kingdom;48-BHR-826-GBR;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;7745.558607;1734.226362;7118.26161;0;False;True
6903;C;M;20250101;2025;1;202501;31;AZE;Azerbaijan;M;Import;40;AUT;Austria;616;POL;Poland;40-AUT-616-POL;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;3550.703924;5594.478618;8936.597039;0;False;True
51404;C;M;20250101;2025;1;202501;642;ROU;Romania;X;Export;251;FRA;France;344;HKG;China, Hong Kong SAR;251-FRA-344-HKG;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;493.9204766;7985.482849;5375.731474;0;False;True
47951;C;M;20250101;2025;1;202501;604;PER;Peru;X;Export;218;ECU;Ecuador;218;ECU;Ecuador;218-ECU-218-ECU;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;8269.042835;843.7453062;6879.078841;4;False;True
88789;C;M;20250101;2025;1;202501;764;THA;Thailand;M;Import;788;TUN;Tunisia;156;CHN;China;788-TUN-156-CHN;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;4092.305608;386.0698729;5685.045494;4;False;True
71280;C;M;20250101;2025;1;202501;703;SVK;Slovakia;X;Export;192;CUB;Cuba;899;_X ;Areas, nes;192-CUB-899-_X ;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;3814.878578;8131.921423;3031.631472;0;False;True
86827;C;M;20250101;2025;1;202501;764;THA;Thailand;X;Export;0;W00;World;562;NER;Niger;0-W00-562-NER;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;5066.710072;3705.17079;487.1516198;0;False;True
92162;C;M;20250101;2025;1;202501;764;THA;Thailand;M;Import;188;CRI;Costa Rica;36;AUS;Australia;188-CRI-36-AUS;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;False;0;False;7869.088494;2003.831868;8761.606456;0;False;True
45929;C;M;20250101;2025;1;202501;620;PRT;Portugal;M;Import;0;W00;World;132;CPV;Cabo Verde;0-W00-132-CPV;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;0;False;-1;;0;False;0;True;0;False;466.5514125;6617.652504;945.2506606;4;False;True
